0.62857985496521,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
1.2755980491638184,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
1.9228100776672363,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
2.5697739124298096,"2.57,0.54,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
3.216820001602173,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
3.8628809452056885,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
4.5099029541015625,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
5.156907081604004,"0.64,4.65,0.64,0.64,0.64,0.48,0.64,0.64,0.64
"
5.803991079330444,"0.64,1.55,0.64,0.64,0.64,2.96,1.95,0.64,0.64
"
6.450974941253662,"0.64,0.25,0.64,0.64,5.25,4.72,4.37,0.64,0.64
"
7.0980188846588135,"0.64,0.64,0.64,0.64,4.09,3.16,3.54,0.64,0.64
"
7.745045900344849,"0.64,0.64,0.64,0.64,4.50,3.78,3.55,0.64,0.64
"
8.39208197593689,"0.64,1.14,0.64,0.64,7.03,7.10,5.18,0.64,0.63
"
9.038944005966187,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
9.686166048049927,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
10.333169937133789,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
10.980282068252563,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
