0.5725929737091064,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
1.2195839881896973,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
1.866581916809082,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
2.5137779712677,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
3.1617250442504883,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
3.808670997619629,"2.80,1.74,0.64,0.64,4.35,0.58,0.64,0.64,0.64
"
4.455787897109985,"2.42,0.37,0.64,0.64,2.42,0.16,0.64,0.64,0.64
"
5.1028289794921875,"2.03,0.23,0.64,0.64,2.32,0.23,0.64,0.64,0.64
"
5.749811887741089,"1.89,0.64,0.64,0.64,2.00,0.19,0.64,0.64,0.64
"
6.396909952163696,"0.77,0.64,0.64,0.64,1.04,0.15,0.64,0.64,0.64
"
7.04388689994812,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
7.690892934799194,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
8.33791995048523,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
8.98494291305542,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
9.632045030593872,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
10.278991937637329,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
