0.3724210262298584,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
1.0194509029388428,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
1.6665189266204834,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
2.313539981842041,"5.51,7.09,0.64,0.64,4.68,1.16,3.80,0.64,0.64
"
2.960555076599121,"4.78,6.70,0.64,0.64,4.33,0.64,1.73,0.64,0.64
"
3.607599973678589,"4.38,6.42,0.64,0.64,3.53,0.64,1.58,0.64,0.64
"
4.254596948623657,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
4.902633905410767,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
5.549680948257446,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
6.196670055389404,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
"
